Applicant_ID,Current_position,Current_jd
2746,Penn Station Sodexo Indian Boundry YMCA,Cashier.Set up the condiements.Fried French Fries.Assembled sandwiches.Served customers their food.Squezzed fresh lemons for lemonade juice.Put butter onto bread for the sandwiches. Cleaned dining area and watched dishes.And even helped with stock. Kevin the cook in kithen area.Fried French Fries.Set up meat on trays for the next school day.Served the students their food.Collected trays from cafateria.Washed dishes. Helped other co-workers when needeed. Checked members ID cards as they entered the building.Babysat children as their family member worked out.
2750,Sales   Associate overstocker COURIER Security  Officer cashier BANK COURIER,"Assisted  customers   arranged stock  and organized  merchandise. PLACE STOCK Bank Courier Made rounds  ,sign drivers. CUSTOMER SERVICE BANK COURIER"
2753,Authorization Associate Receptionist Dog Walker,"Customer service, data entry, insurance verification, book keeping, assistant to site supervisor, prescription request, patient relations, data auditing. Front desk reception, customer service, multi-line phone proficiency, scheduling, cashier, HIPAA compliant. Walked, trained, handled canines full time, with specialization in large breeds and aggressive canines."
2758,verizon,lineman
2763,Receptionist 88M/92G 88MIC Motor Transport Operator,"answer inbound phone calls and direct them to the correct place as well as filling cook-prepare meals for soldiers on time and in a proffessional manner.
driver-inspect vehicle and make sure they are mission ready driver-conduct inspections and make sure vehicles are combat ready"
2764,Mcdonalds  Cashier ,"took orders, drive thru, handed out food, and made fries took peoples orders and handed out food."
2768,owner,operations director
2774,nursery and garden maint landscape tech/driver,seasonal /maint of garden dept landscape maintence for city of colorado springs and driver
2777,Court Researcher,Data entry of court records.
2779,Assistant manager Inventory supervisor,"Make pizzas, count money, deposit, answer phones, count food inventory Load unload containers, count auto parts stock shelves"
2780,Information Technology Consultant Student Technology Consultant Consultant Actor,"•	Seeking personal growth and knowledge and applying that to my ability to serve CASIT
•	Troubleshooting and Installing for hardware, software, media, and networking issues over phone, email, and remote desktop tools for Mac, PC, iOS, and Android; working with ambiguity
•	User Consultation for hardware, software, and networking needs
•	Some data restoration and secure deletion; limited backup services
•	Some training experience and partially managing workflows for student workers
•	Collaborating in a team environment across departments and brainstorming ideas to enhance policies
•	Establishing and maintaining relationships in a diverse workplace
•	Communications with Deans, Office Managers, Directors, Faculty, and Staff •	Resolved hardware, software, and networking issues in person, over the phone, & through email over ticketing system
•	Ensured computer images and hardware/software installation performed smoothly
•	Experience with Macintosh, Windows, Linux, iOS, and Android devices
•	Helped maintain team environment; working with ambiguity
•	Used skills in diversity awareness to establish and maintain relationships
•	Student worker lead with some small training experience
•	Ability to give input on some company procedures and practices •	Set the standard for lab maintenance and software support
•	Established testing environment that discouraged cheating during tests
•	Communication skills and dealing with diversity
•	Promoted to work with CASIT due to knowledge level •	Communicated and performed commercials in Japanese (Media available upon request)
•	Developed international speaking skills in a professional setting
•	Dealing with diverse people in team environment
•	Adaptability"
